id,reference_id,specimen,reviewer,nistir_id,p58_db,p58_fragility,comp_type,sub_type,connection_detail,material_class,size_class,test_type,loading_protocol,peak_test_amplitude,location,design_objective,comp_description,ds_description,proir_damage,is_repaired,ds_intensity,ds_intensity_unit,ds_intensity_alt,ds_intensity_unit_alt,ds_rank,ds_class,notes,requires_review
exp1773a,DAV-2011-EXP,Config3. Specimen 5,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. No-return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.

5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Cracks along longitudinal wall corner beads,,0.0,0.008100000000000001,Story Drift Ratio,,,,Inconsequential,,
exp1774a,DAV-2011-EXP,Config3. Specimen 5,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. No-return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.

5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Gypsumboard screw popout/rocking at top track,Cracks along longitudinal wall corner beads,0.0,0.0116,Story Drift Ratio,,,,Inconsequential,,
exp1775a,DAV-2011-EXP,Config3. Specimen 5,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. No-return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.

5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Crushing partition wall corners,Gypsumboard screw popout/rocking at top track,0.0,0.0184,Story Drift Ratio,,,,unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision,
exp1776a,DAV-2011-EXP,Config3. Specimen 5,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. No-return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.

5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Gypsumboard screw popout/rocking at bottom track,Crushing partition wall corners,0.0,0.026600000000000002,Story Drift Ratio,,,,Inconsequential,,
exp1777a,DAV-2011-EXP,Config3. Specimen 5,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. No-return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.

5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Boundary stud detachment from gypsum/bending,Gypsumboard screw popout/rocking at bottom track,0.0,0.0062,Story Drift Ratio,,,,Consequential,,
exp1778a,DAV-2011-EXP,Config3. Specimen 5,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. No-return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.

5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Longitudinal wall track fastening failure,Boundary stud detachment from gypsum/bending,0.0,0.008100000000000001,Story Drift Ratio,,,,Consequential,,
exp1779a,DAV-2011-EXP,Config3. Specimen 6,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. No-return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.

5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Cracks along longitudinal wall corner beads,,0.0,0.01,Story Drift Ratio,,,,Inconsequential,,
exp1780a,DAV-2011-EXP,Config3. Specimen 6,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. No-return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.

5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Gypsumboard screw popout/rocking at top track,Cracks along longitudinal wall corner beads,0.0,0.015700000000000002,Story Drift Ratio,,,,Inconsequential,,
exp1781a,DAV-2011-EXP,Config3. Specimen 6,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. No-return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.

5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Crushing partition wall corners,Gypsumboard screw popout/rocking at top track,0.0,0.0215,Story Drift Ratio,,,,unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision,
exp1782a,DAV-2011-EXP,Config3. Specimen 6,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. No-return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.

5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Gypsumboard screw popout/rocking at bottom track,Crushing partition wall corners,0.0,0.026600000000000002,Story Drift Ratio,,,,Inconsequential,,
exp1783a,DAV-2011-EXP,Config3. Specimen 6,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. No-return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.

5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Boundary stud detachment from gypsum/bending,Gypsumboard screw popout/rocking at bottom track,0.0,0.002,Story Drift Ratio,,,,Consequential,,
exp1784a,DAV-2011-EXP,Config3. Specimen 6,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. No-return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.

5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Longitudinal wall track fastening failure,Boundary stud detachment from gypsum/bending,0.0,0.01,Story Drift Ratio,,,,Consequential,,
exp1785a,DAV-2011-EXP,Config3. Specimen 10,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. No-return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.

5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Cracks along longitudinal wall corner beads,,0.0,0.0116,Story Drift Ratio,,,,Inconsequential,,
exp1786a,DAV-2011-EXP,Config3. Specimen 10,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. No-return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.

5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Gypsumboard screw popout/rocking at top track,Cracks along longitudinal wall corner beads,0.0,0.013500000000000002,Story Drift Ratio,,,,Inconsequential,,
exp1787a,DAV-2011-EXP,Config3. Specimen 10,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. No-return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.

5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Longitudinal wall track fastening failure,Gypsumboard screw popout/rocking at top track,0.0,0.013500000000000002,Story Drift Ratio,,,,Consequential,,
exp1788a,DAV-2011-EXP,Config3. Specimen 10,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. No-return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.

5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Crushing partition wall corners,Longitudinal wall track fastening failure,0.0,0.0215,Story Drift Ratio,,,,unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision,
exp1789a,DAV-2011-EXP,Config3. Specimen 10,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. No-return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.

5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Gypsumboard screw popout/rocking at bottom track,Crushing partition wall corners,0.0,0.0232,Story Drift Ratio,,,,Inconsequential,,
exp1790a,DAV-2011-EXP,Config3. Specimen 10,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. No-return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.

5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Boundary stud detachment from gypsum/bending,Gypsumboard screw popout/rocking at bottom track,0.0,0.004,Story Drift Ratio,,,,Consequential,,
exp1791a,DAV-2011-EXP,Config4. Specimen 7,NIST,C1011,Y,,Internal partition walls,Full height,Fixed,CFS,,"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2.  The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape
13. Stud connected to bottom and top track (Full connection)",Cracks along tape/pulled tape/crushing wall vertical edges,,0.0,0.008100000000000001,Story Drift Ratio,,,,Inconsequential,,
exp1792a,DAV-2011-EXP,Config4. Specimen 7,NIST,C1011,Y,,Internal partition walls,Full height,Fixed,CFS,,"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2.  The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape
13. Stud connected to bottom and top track (Full connection)",Gypsumboard screw popout/rocking at bottom track,Cracks along tape/pulled tape/crushing wall vertical edges,0.0,0.01,Story Drift Ratio,,,,Inconsequential,,
