id,reference_id,specimen_id,reviewer,nistir_id,comp_type,sub_type,connection_detail,material_class,size_class,test_type,gm_record,peak_test_amplitude,location,design_objective,comp_description,ds_description,proir_damage,is_repaired,ds_intensity,ds_intensity_unit,ds_intensity_alt,ds_intensity_unit_alt,ds_rank,ds_class,notes
729,SOR-2018-FRA,14,Mohammed Eladly,C3032,,Suspended Ceilings,,,,Dynamic,,"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,exposed tee systems with heavy-duty main runners,Failure of grid connections (falling down of grids),"Unseating of grid members from 22.2-mm (7/8-in.) perimeter angle, Damage (tearing) of ceiling tiles due to fire sprinkler piping interaction, Falling of panels, Damage to 22.2-mm (7/8-in.) seismic clip, Permanent displacement from wall angle and end of grid member, Damage to wall angles (crushing, bending), Damage to grid latches (bending)",,2.47,"PFA (g), Horizontal",,,4,,
730,SOR-2018-FRA,15,Mohammed Eladly,C3032,,Suspended Ceilings,,,,Dynamic,,"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,exposed tee systems with heavy-duty main runners,"Permanent displacement from wall angle and end of grid member, Unseating of grid members from 50.8-mm (2-in.) perimeter angle, Damage to wall angles (crushing, bending), Failure of grid connections (falling down of grids)",,,1.03,"PFA (g), Horizontal",,,--,,
731,SOR-2018-FRA,16,Mohammed Eladly,C3032,,Suspended Ceilings,,,,Dynamic,,"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,exposed tee systems with heavy-duty main runners,Unseating of grid members from 22.2-mm (7/8-in.) perimeter angle,,,0.75,"PFA (g), Horizontal",,,1,,
732,SOR-2018-FRA,16,Mohammed Eladly,C3032,,Suspended Ceilings,,,,Dynamic,,"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,exposed tee systems with heavy-duty main runners,Falling of panels,Unseating of grid members from 22.2-mm (7/8-in.) perimeter angle,,1.03,"PFA (g), Horizontal",,,2,,
733,SOR-2018-FRA,16,Mohammed Eladly,C3032,,Suspended Ceilings,,,,Dynamic,,"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,exposed tee systems with heavy-duty main runners,"Damage to 22.2-mm (7/8-in.) seismic clip, Damage to grid latches (bending)","Unseating of grid members from 22.2-mm (7/8-in.) perimeter angle, Falling of panels",,1.22,"PFA (g), Horizontal",,,3,,
734,SOR-2018-FRA,17,Mohammed Eladly,C3032,,Suspended Ceilings,,,,Dynamic,,"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,exposed tee systems with heavy-duty main runners,"Unseating of grid members from 50.8-mm (2-in.) perimeter angle, Damage to grid latches (bending)",,,1.27,"PFA (g), Horizontal",,,1,,
735,SOR-2018-FRA,17,Mohammed Eladly,C3032,,Suspended Ceilings,,,,Dynamic,,"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,exposed tee systems with heavy-duty main runners,"Damage (tearing) of ceiling tiles due to fire sprinkler piping interaction, Failure of grid connections (falling down of grids)","Unseating of grid members from 50.8-mm (2-in.) perimeter angle, Damage to grid latches (bending)",,1.41,"PFA (g), Horizontal",,,2,,
736,SOR-2018-FRA,18,Mohammed Eladly,C3032,,Suspended Ceilings,,,,Dynamic,,"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,exposed tee systems with heavy-duty main runners,Unseating of grid members from 22.2-mm (7/8-in.) perimeter angle,,,0.93,"PFA (g), Horizontal",,,1,,
737,SOR-2018-FRA,18,Mohammed Eladly,C3032,,Suspended Ceilings,,,,Dynamic,,"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,exposed tee systems with heavy-duty main runners,"Damage to wall angles (crushing, bending)",Unseating of grid members from 22.2-mm (7/8-in.) perimeter angle,,1.41,"PFA (g), Horizontal",,,2,,
738,SOR-2018-FRA,19,Mohammed Eladly,C3032,,Suspended Ceilings,,,,Dynamic,,"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,exposed tee systems with heavy-duty main runners,"Damage (tearing) of ceiling tiles due to fire sprinkler piping interaction, Damage to wall angles (crushing, bending)",,,0.87,"PFA (g), Horizontal",,,1,,
739,SOR-2018-FRA,19,Mohammed Eladly,C3032,,Suspended Ceilings,,,,Dynamic,,"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,exposed tee systems with heavy-duty main runners,"Failure of pop rivet connections, Unseating of grid members from 50.8-mm (2-in.) perimeter angle, Damage to grid latches (bending)","Damage (tearing) of ceiling tiles due to fire sprinkler piping interaction, Damage to wall angles (crushing, bending)",,0.92,"PFA (g), Horizontal",,,2,,
740,SOR-2018-FRA,20,Mohammed Eladly,C3032,,Suspended Ceilings,,,,Dynamic,,"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,exposed tee systems with heavy-duty main runners,Damage (tearing) of ceiling tiles due to fire sprinkler piping interaction,,,1.04,"PFA (g), Horizontal",,,1,,
741,SOR-2018-FRA,20,Mohammed Eladly,C3032,,Suspended Ceilings,,,,Dynamic,,"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,exposed tee systems with heavy-duty main runners,"Failure of pop rivet connections, Buckling of grid members (bending)",Damage (tearing) of ceiling tiles due to fire sprinkler piping interaction,,1.21,"PFA (g), Horizontal",,,2,,
742,SOR-2018-FRA,21,Mohammed Eladly,C3032,,Suspended Ceilings,,,,Dynamic,,"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,exposed tee systems with heavy-duty main runners,"Unseating of grid members from 22.2-mm (7/8-in.) perimeter angle, Damage to wall angles (crushing, bending)",,,0.44,"PFA (g), Horizontal",,,1,,
743,SOR-2018-FRA,21,Mohammed Eladly,C3032,,Suspended Ceilings,,,,Dynamic,,"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,exposed tee systems with heavy-duty main runners,"Damage to 22.2-mm (7/8-in.) seismic clip, Damage to grid latches (bending)","Unseating of grid members from 22.2-mm (7/8-in.) perimeter angle, Damage to wall angles (crushing, bending)",,0.81,"PFA (g), Horizontal",,,2,,
744,SOR-2018-FRA,21,Mohammed Eladly,C3032,,Suspended Ceilings,,,,Dynamic,,"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,exposed tee systems with heavy-duty main runners,Failure of grid connections (falling down of grids),"Unseating of grid members from 22.2-mm (7/8-in.) perimeter angle, Damage to wall angles (crushing, bending), Damage to 22.2-mm (7/8-in.) seismic clip, Damage to grid latches (bending)",,0.84,"PFA (g), Horizontal",,,3,,
745,SOR-2018-FRA,21,Mohammed Eladly,C3032,,Suspended Ceilings,,,,Dynamic,,"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,exposed tee systems with heavy-duty main runners,Falling of panels,"Unseating of grid members from 22.2-mm (7/8-in.) perimeter angle, Damage to wall angles (crushing, bending), Damage to 22.2-mm (7/8-in.) seismic clip, Damage to grid latches (bending), Failure of grid connections (falling down of grids)",,0.89,"PFA (g), Horizontal",,,4,,
746,SOR-2018-FRA,22,Mohammed Eladly,C3032,,Suspended Ceilings,,,,Dynamic,,"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,exposed tee systems with heavy-duty main runners,Falling of panels,,,0.92,"PFA (g), Horizontal",,,1,,
747,SOR-2018-FRA,22,Mohammed Eladly,C3032,,Suspended Ceilings,,,,Dynamic,,"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,exposed tee systems with heavy-duty main runners,"Damage (tearing) of ceiling tiles due to fire sprinkler piping interaction, Unseating of grid members from 22.2-mm (7/8-in.) perimeter angle, Damage to grid latches (bending), Failure of grid connections (falling down of grids)",Falling of panels,,1.01,"PFA (g), Horizontal",,,2,,
748,SOR-2018-FRA,22,Mohammed Eladly,C3032,,Suspended Ceilings,,,,Dynamic,,"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,exposed tee systems with heavy-duty main runners,"Damage to wall angles (crushing, bending)","Falling of panels, Damage (tearing) of ceiling tiles due to fire sprinkler piping interaction, Unseating of grid members from 22.2-mm (7/8-in.) perimeter angle, Damage to grid latches (bending), Failure of grid connections (falling down of grids)",,1.06,"PFA (g), Horizontal",,,3,,
749,RYA-2011-EXP,Config1. Specimen 1,Jitendra,C1011,Internal partition walls,Full height,Sliding,CFS,,Quasi-static reverse cyclic loading,"The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",0.03,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Cracks along tape/pulled tape/crushing wall vertical edges,No prior damage,No,0.2,Drift (%),,,,,
750,RYA-2011-EXP,Config1. Specimen 1,Jitendra,C1011,Internal partition walls,Full height,Sliding,CFS,,Quasi-static reverse cyclic loading,"The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",0.03,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Gypsumboard screw popout/rocking at bottom track,Cracks along tape/pulled tape/crushing wall vertical edges,No,0.62,Drift (%),,,,,
751,RYA-2011-EXP,Config1. Specimen 1,Jitendra,C1011,Internal partition walls,Full height,Sliding,CFS,,Quasi-static reverse cyclic loading,"The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",0.03,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Damage in gypsumboard transverse wall,Gypsumboard screw popout/rocking at bottom track,No,0.62,Drift (%),,,,,
752,RYA-2011-EXP,Config1. Specimen 1,Jitendra,C1011,Internal partition walls,Full height,Sliding,CFS,,Quasi-static reverse cyclic loading,"The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",0.03,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Boundary stud detachment from gypsum/bending,Damage in gypsumboard transverse wall,No,0.62,Drift (%),,,,,
753,RYA-2011-EXP,Config1. Specimen 1,Jitendra,C1011,Internal partition walls,Full height,Sliding,CFS,,Quasi-static reverse cyclic loading,"The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",0.03,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Damage transverse wall track fasteners/bending flanges,Boundary stud detachment from gypsum/bending,No,0.62,Drift (%),,,,,
754,RYA-2011-EXP,Config1. Specimen 1,Jitendra,C1011,Internal partition walls,Full height,Sliding,CFS,,Quasi-static reverse cyclic loading,"The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",0.03,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Crushing partition wall corners,Damage transverse wall track fasteners/bending flanges,No,2.82,Drift (%),,,,,
755,RYA-2011-EXP,Config1. Specimen 2,Jitendra,C1011,Internal partition walls,Full height,Sliding,CFS,,Quasi-static reverse cyclic loading,"The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",0.03,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Cracks along tape/pulled tape/crushing wall vertical edges,No prior damage,No,0.2,Drift (%),,,,,
756,RYA-2011-EXP,Config1. Specimen 2,Jitendra,C1011,Internal partition walls,Full height,Sliding,CFS,,Quasi-static reverse cyclic loading,"The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",0.03,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Gypsumboard screw popout/rocking at bottom track,Cracks along tape/pulled tape/crushing wall vertical edges,No,0.62,Drift (%),,,,,
757,RYA-2011-EXP,Config1. Specimen 2,Jitendra,C1011,Internal partition walls,Full height,Sliding,CFS,,Quasi-static reverse cyclic loading,"The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",0.03,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Damage in gypsumboard transverse wall,Gypsumboard screw popout/rocking at bottom track,No,0.62,Drift (%),,,,,
758,RYA-2011-EXP,Config1. Specimen 2,Jitendra,C1011,Internal partition walls,Full height,Sliding,CFS,,Quasi-static reverse cyclic loading,"The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",0.03,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Boundary stud detachment from gypsum/bending,Damage in gypsumboard transverse wall,No,0.62,Drift (%),,,,,
