id,reference_id,specimen,reviewer,nistir_id,p58_db,p58_fragility,comp_type,sub_type,connection_detail,material_class,size_class,test_type,loading_protocol,peak_test_amplitude,location,design_objective,comp_description,ds_description,proir_damage,is_repaired,ds_intensity,ds_intensity_unit,ds_intensity_alt,ds_intensity_unit_alt,ds_rank,ds_class,notes
exp1744a,SOR-2018-FRA,21,NIST,C3032,N,,Suspended Ceilings,Grid/tiled,Perimeter-fixed,Medium-weight,58ft×10ft,Dynamic,,"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,exposed tee systems with heavy-duty main runners,Failure of grid connections (falling down of grids),"Unseating of grid members from 22.2-mm (7/8-in.) perimeter angle, Damage to wall angles (crushing, bending), Damage to 22.2-mm (7/8-in.) seismic clip, Damage to grid latches (bending)",,0.84,"PFA (g), Horizontal",,,3,Consequential,
exp1745a,SOR-2018-FRA,21,NIST,C3032,N,,Suspended Ceilings,Grid/tiled,Perimeter-fixed,Medium-weight,58ft×10ft,Dynamic,,"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,exposed tee systems with heavy-duty main runners,Falling of panels,"Unseating of grid members from 22.2-mm (7/8-in.) perimeter angle, Damage to wall angles (crushing, bending), Damage to 22.2-mm (7/8-in.) seismic clip, Damage to grid latches (bending), Failure of grid connections (falling down of grids)",,0.89,"PFA (g), Horizontal",,,4,Consequential,
exp1746a,SOR-2018-FRA,22,NIST,C3032,N,,Suspended Ceilings,Grid/tiled,Perimeter-fixed,Light-weight,58ft×10ft,Dynamic,,"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,exposed tee systems with heavy-duty main runners,Falling of panels,,,0.92,"PFA (g), Horizontal",,,1,Consequential,
exp1747a,SOR-2018-FRA,22,NIST,C3032,N,,Suspended Ceilings,Grid/tiled,Perimeter-fixed,Light-weight,58ft×10ft,Dynamic,,"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,exposed tee systems with heavy-duty main runners,"Damage (tearing) of ceiling tiles due to fire sprinkler piping interaction, Unseating of grid members from 22.2-mm (7/8-in.) perimeter angle, Damage to grid latches (bending), Failure of grid connections (falling down of grids)",Falling of panels,,1.01,"PFA (g), Horizontal",,,2,Consequential,
exp1748a,SOR-2018-FRA,22,NIST,C3032,N,,Suspended Ceilings,Grid/tiled,Perimeter-fixed,Light-weight,58ft×10ft,Dynamic,,"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,exposed tee systems with heavy-duty main runners,"Damage to wall angles (crushing, bending)","Falling of panels, Damage (tearing) of ceiling tiles due to fire sprinkler piping interaction, Unseating of grid members from 22.2-mm (7/8-in.) perimeter angle, Damage to grid latches (bending), Failure of grid connections (falling down of grids)",,1.06,"PFA (g), Horizontal",,,3,Consequential,
exp1749a,DAV-2011-EXP,Config1. Specimen 1,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,Quasi-static reverse cyclic loading,"The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",0.03,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Cracks along tape/pulled tape/crushing wall vertical edges,No prior damage,No,0.2,Drift (%),,,,Inconsequential,
exp1750a,DAV-2011-EXP,Config1. Specimen 1,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,Quasi-static reverse cyclic loading,"The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",0.03,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Gypsumboard screw popout/rocking at bottom track,Cracks along tape/pulled tape/crushing wall vertical edges,No,0.62,Drift (%),,,,Inconsequential,
exp1751a,DAV-2011-EXP,Config1. Specimen 1,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,Quasi-static reverse cyclic loading,"The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",0.03,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Damage in gypsumboard transverse wall,Gypsumboard screw popout/rocking at bottom track,No,0.62,Drift (%),,,,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1752a,DAV-2011-EXP,Config1. Specimen 1,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,Quasi-static reverse cyclic loading,"The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",0.03,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Boundary stud detachment from gypsum/bending,Damage in gypsumboard transverse wall,No,0.62,Drift (%),,,,Consequential,
exp1753a,DAV-2011-EXP,Config1. Specimen 1,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,Quasi-static reverse cyclic loading,"The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",0.03,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Damage transverse wall track fasteners/bending flanges,Boundary stud detachment from gypsum/bending,No,0.62,Drift (%),,,,Consequential,
exp1754a,DAV-2011-EXP,Config1. Specimen 1,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,Quasi-static reverse cyclic loading,"The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",0.03,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Crushing partition wall corners,Damage transverse wall track fasteners/bending flanges,No,2.82,Drift (%),,,,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1755a,DAV-2011-EXP,Config1. Specimen 2,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,Quasi-static reverse cyclic loading,"The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",0.03,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Cracks along tape/pulled tape/crushing wall vertical edges,No prior damage,No,0.2,Drift (%),,,,Inconsequential,
exp1756a,DAV-2011-EXP,Config1. Specimen 2,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,Quasi-static reverse cyclic loading,"The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",0.03,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Gypsumboard screw popout/rocking at bottom track,Cracks along tape/pulled tape/crushing wall vertical edges,No,0.62,Drift (%),,,,Inconsequential,
exp1757a,DAV-2011-EXP,Config1. Specimen 2,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,Quasi-static reverse cyclic loading,"The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",0.03,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Damage in gypsumboard transverse wall,Gypsumboard screw popout/rocking at bottom track,No,0.62,Drift (%),,,,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1758a,DAV-2011-EXP,Config1. Specimen 2,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,Quasi-static reverse cyclic loading,"The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",0.03,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Boundary stud detachment from gypsum/bending,Damage in gypsumboard transverse wall,No,0.62,Drift (%),,,,Consequential,
exp1759a,DAV-2011-EXP,Config1. Specimen 2,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,Quasi-static reverse cyclic loading,"The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",0.03,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Damage transverse wall track fasteners/bending flanges,Boundary stud detachment from gypsum/bending,No,1,Drift (%),,,,Consequential,
exp1760a,DAV-2011-EXP,Config1. Specimen 2,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,Quasi-static reverse cyclic loading,"The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",0.03,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Crushing partition wall corners,Damage transverse wall track fasteners/bending flanges,No,3,Drift (%),,,,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1761a,DAV-2011-EXP,Config1. Specimen 3,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,Quasi-static reverse cyclic loading,"The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",0.03,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Cracks along tape/pulled tape/crushing wall vertical edges,No prior damage,No,0.4,Drift (%),,,,Inconsequential,
exp1762a,DAV-2011-EXP,Config1. Specimen 3,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,Quasi-static reverse cyclic loading,"The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",0.03,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Damage in gypsumboard transverse wall,Cracks along tape/pulled tape/crushing wall vertical edges,No,0.62,Drift (%),,,,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1763a,DAV-2011-EXP,Config1. Specimen 3,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,Quasi-static reverse cyclic loading,"The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",0.03,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Crushing partition wall corners,Damage in gypsumboard transverse wall,No,0.62,Drift (%),,,,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1764a,DAV-2011-EXP,Config1. Specimen 3,NIST,C1011,Y,,Internal partition walls,Full height,Sliding,CFS,,Quasi-static reverse cyclic loading,"The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",0.03,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom track
8. Spacing of steel studs of 400 or 600 mm (16 or 24 in.) on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape",Damage transverse wall track fasteners/bending flanges,Crushing partition wall corners,No,0.62,Drift (%),,,,Consequential,
