id,ref_id,reviewer,source,basis,type,load_protocol,num_observations,nistir_id,comp_type,sub_type,detailing,material,size_class,comp_description,location,edp,edp_unit,ds_rank,ds_description,median,beta,probability
448,D3031.023e,Dustin,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 100 to <350 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 250 Ton.,,Peak Floor Acceleration,g,1.0,Damaged equipment and attached piping but anchorage is OK.,1.52,0.4,1.0
449,D3031.023f,Dustin,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 100 to <350 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 250 Ton.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.35
450,D3031.023f,Dustin,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 100 to <350 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 250 Ton.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.15
451,D3031.023f,Dustin,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 100 to <350 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 250 Ton.,,Peak Floor Acceleration,g,3.0,Damaged equipment and attached piping but anchorage OK.,,,0.5
452,D3031.023g,Dustin,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 350 to <750 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 500 Ton.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.7
453,D3031.023g,Dustin,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 350 to <750 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 500 Ton.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.3
454,D3031.023h,Dustin,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 350 to <750 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 500 Ton.,,Peak Floor Acceleration,g,1.0,Damaged equipment and attached piping but anchorage is OK.,1.52,0.4,1.0
455,D3031.023i,Dustin,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 350 to <750 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 500 Ton.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.35
456,D3031.023i,Dustin,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 350 to <750 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 500 Ton.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.15
457,D3031.023i,Dustin,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 350 to <750 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 500 Ton.,,Peak Floor Acceleration,g,3.0,Damaged equipment and attached piping but anchorage OK.,,,0.5
458,D3031.023j,Dustin,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 750 to <1000 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 850 Ton.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.7
459,D3031.023j,Dustin,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 750 to <1000 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 850 Ton.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.3
460,D3031.023k,Dustin,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 750 to <1000 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 850 Ton.,,Peak Floor Acceleration,g,1.0,Damaged equipment and attached piping but anchorage is OK.,1.52,0.4,1.0
461,D3031.023l,Dustin,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 750 to <1000 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 850 Ton.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.35
462,D3031.023l,Dustin,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 750 to <1000 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 850 Ton.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.15
463,D3031.023l,Dustin,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 750 to <1000 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 850 Ton.,,Peak Floor Acceleration,g,3.0,Damaged equipment and attached piping but anchorage OK.,,,0.5
464,D3032.011a,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Equipment does not function. Motor is damaged.,0.25,0.45,0.5
465,D3032.011a,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Equipment does not function. Equipment damaged beyond repair.,0.25,0.45,0.5
466,D3032.011b,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Equipment does not function. Motor is damaged.,0.25,0.45,0.5
467,D3032.011b,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Equipment does not function. Equipment damaged beyond repair.,0.25,0.45,0.5
468,D3032.011c,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Equipment does not function. Motor is damaged.,0.25,0.45,0.5
469,D3032.011c,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Equipment does not function. Equipment damaged beyond repair.,0.25,0.45,0.5
470,D3032.011d,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Equipment does not function. Motor is damaged.,0.25,0.45,0.5
471,D3032.011d,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Equipment does not function. Equipment damaged beyond repair.,0.25,0.45,0.5
472,D3032.012a,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.7
473,D3032.012a,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.3
474,D3032.012b,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Equipment does not function but anchorage is OK. Motor is damaged.,0.47,0.2,0.5
475,D3032.012b,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,0.47,0.2,0.5
476,D3032.012c,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.35
477,D3032.012c,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.15
478,D3032.012c,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,3.0,Motor damaged but anchorage is OK.,,,0.25
479,D3032.012c,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,4.0,Equipment damaged beyond repair but anchorage is OK.,,,0.25
480,D3032.012d,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.7
481,D3032.012d,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.3
482,D3032.012e,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Equipment does not function but anchorage is OK. Motor is damaged.,0.47,0.2,0.5
483,D3032.012e,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,0.47,0.2,0.5
484,D3032.012f,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.35
485,D3032.012f,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.15
486,D3032.012f,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,3.0,Motor damaged but anchorage is OK.,,,0.25
487,D3032.012f,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,4.0,Equipment damaged beyond repair but anchorage is OK.,,,0.25
488,D3032.012g,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.7
489,D3032.012g,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.3
490,D3032.012h,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Equipment does not function but anchorage is OK. Motor is damaged.,0.47,0.2,0.5
491,D3032.012h,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,0.47,0.2,0.5
492,D3032.012i,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.35
493,D3032.012i,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.15
494,D3032.012i,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,3.0,Motor damaged but anchorage is OK.,,,0.25
495,D3032.012i,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,4.0,Equipment damaged beyond repair but anchorage is OK.,,,0.25
496,D3032.012j,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.7
497,D3032.012j,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.3
498,D3032.012k,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Equipment does not function but anchorage is OK. Motor is damaged.,0.47,0.2,0.5
499,D3032.012k,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,0.47,0.2,0.5
500,D3032.012l,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.35
501,D3032.012l,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.15
502,D3032.012l,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,3.0,Motor damaged but anchorage is OK.,,,0.25
503,D3032.012l,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,4.0,Equipment damaged beyond repair but anchorage is OK.,,,0.25
504,D3032.013a,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.7
505,D3032.013a,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.3
506,D3032.013b,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Equipment does not function but anchorage is OK. Motor is damaged.,1.84,0.6,0.5
507,D3032.013b,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,1.84,0.6,0.5
508,D3032.013c,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.35
509,D3032.013c,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.15
510,D3032.013c,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,3.0,Motor damaged but anchorage is OK.,,,0.25
511,D3032.013c,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,4.0,Equipment damaged beyond repair but anchorage is OK.,,,0.25
512,D3032.013d,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.7
513,D3032.013d,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.3
514,D3032.013e,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Equipment does not function but anchorage is OK. Motor is damaged.,1.84,0.6,0.5
515,D3032.013e,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,1.84,0.6,0.5
516,D3032.013f,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.35
517,D3032.013f,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.15
518,D3032.013f,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,3.0,Motor damaged but anchorage is OK.,,,0.25
519,D3032.013f,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,4.0,Equipment damaged beyond repair but anchorage is OK.,,,0.25
520,D3032.013g,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.7
521,D3032.013g,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.3
522,D3032.013h,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Equipment does not function but anchorage is OK. Motor is damaged.,1.84,0.6,0.5
523,D3032.013h,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,1.84,0.6,0.5
524,D3032.013i,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.35
525,D3032.013i,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.15
526,D3032.013i,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,3.0,Motor damaged but anchorage is OK.,,,0.25
527,D3032.013i,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,4.0,Equipment damaged beyond repair but anchorage is OK.,,,0.25
528,D3032.013j,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.7
529,D3032.013j,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.3
530,D3032.013k,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Equipment does not function but anchorage is OK. Motor is damaged.,1.84,0.6,0.5
531,D3032.013k,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,1.84,0.6,0.5
532,D3032.013l,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.35
533,D3032.013l,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.15
534,D3032.013l,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,3.0,Motor damaged but anchorage is OK.,,,0.25
