id,reference_id,reviewer,source,basis,type,load_protocol,num_observations,nistir_id,comp_type,sub_type,detailing,material,size_class,comp_description,location,edp,edp_unit,ds_rank,ds_description,median,beta,probability
fra1422a,D3031.022d,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 100 to <350 Ton - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit and is based upon 250 Ton.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.7
fra1423a,D3031.022d,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 100 to <350 Ton - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit and is based upon 250 Ton.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.3
fra1424a,D3031.022e,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 100 to <350 Ton - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit and is based upon 250 Ton.,,Peak Floor Acceleration,g,1.0,Damaged equipment and attached piping but anchorage is OK.,0.97,0.6,1.0
fra1425a,D3031.022f,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 100 to <350 Ton - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 250 Ton.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.35
fra1426a,D3031.022f,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 100 to <350 Ton - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 250 Ton.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.15
fra1427a,D3031.022f,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 100 to <350 Ton - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 250 Ton.,,Peak Floor Acceleration,g,3.0,Damaged equipment and attached piping but anchorage OK.,,,0.5
fra1428a,D3031.022g,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 350 to <750 Ton - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit and is based upon 500 Ton.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.7
fra1429a,D3031.022g,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 350 to <750 Ton - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit and is based upon 500 Ton.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.3
fra1430a,D3031.022h,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 350 to <750 Ton - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit and is based upon 500 Ton.,,Peak Floor Acceleration,g,1.0,Damaged equipment and attached piping but anchorage is OK.,0.97,0.6,1.0
fra1431a,D3031.022i,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 350 to <750 Ton - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 500 Ton.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.35
fra1432a,D3031.022i,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 350 to <750 Ton - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 500 Ton.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.15
fra1433a,D3031.022i,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 350 to <750 Ton - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 500 Ton.,,Peak Floor Acceleration,g,3.0,Damaged equipment and attached piping but anchorage OK.,,,0.5
fra1434a,D3031.022j,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 750 to <1000 Ton - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit and is based upon 850 Ton.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.7
fra1435a,D3031.022j,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 750 to <1000 Ton - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit and is based upon 850 Ton.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.3
fra1436a,D3031.022k,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 750 to <1000 Ton - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit and is based upon 850 Ton.,,Peak Floor Acceleration,g,1.0,Damaged equipment and attached piping but anchorage is OK.,0.97,0.6,1.0
fra1437a,D3031.022l,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 750 to <1000 Ton - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 850 Ton.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.35
fra1438a,D3031.022l,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 750 to <1000 Ton - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 850 Ton.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.15
fra1439a,D3031.022l,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 750 to <1000 Ton - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 850 Ton.,,Peak Floor Acceleration,g,3.0,Damaged equipment and attached piping but anchorage OK.,,,0.5
fra1440a,D3031.023a,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: < 100 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 75 Ton.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.7
fra1441a,D3031.023a,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: < 100 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 75 Ton.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.3
fra1442a,D3031.023b,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: < 100 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 75 Ton.,,Peak Floor Acceleration,g,1.0,Damaged equipment and attached piping but anchorage is OK.,1.52,0.4,1.0
fra1443a,D3031.023c,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: < 100 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 75 Ton.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.35
fra1444a,D3031.023c,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: < 100 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 75 Ton.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.15
fra1445a,D3031.023c,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: < 100 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 75 Ton.,,Peak Floor Acceleration,g,3.0,Damaged equipment and attached piping but anchorage OK.,,,0.5
fra1446a,D3031.023d,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 100 to <350 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 250 Ton.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.7
fra1447a,D3031.023d,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 100 to <350 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 250 Ton.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.3
fra1448a,D3031.023e,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 100 to <350 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 250 Ton.,,Peak Floor Acceleration,g,1.0,Damaged equipment and attached piping but anchorage is OK.,1.52,0.4,1.0
fra1449a,D3031.023f,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 100 to <350 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 250 Ton.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.35
fra1450a,D3031.023f,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 100 to <350 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 250 Ton.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.15
fra1451a,D3031.023f,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 100 to <350 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 250 Ton.,,Peak Floor Acceleration,g,3.0,Damaged equipment and attached piping but anchorage OK.,,,0.5
fra1452a,D3031.023g,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 350 to <750 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 500 Ton.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.7
fra1453a,D3031.023g,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 350 to <750 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 500 Ton.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.3
fra1454a,D3031.023h,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 350 to <750 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 500 Ton.,,Peak Floor Acceleration,g,1.0,Damaged equipment and attached piping but anchorage is OK.,1.52,0.4,1.0
fra1455a,D3031.023i,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 350 to <750 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 500 Ton.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.35
fra1456a,D3031.023i,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 350 to <750 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 500 Ton.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.15
fra1457a,D3031.023i,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 350 to <750 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 500 Ton.,,Peak Floor Acceleration,g,3.0,Damaged equipment and attached piping but anchorage OK.,,,0.5
fra1458a,D3031.023j,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 750 to <1000 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 850 Ton.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.7
fra1459a,D3031.023j,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 750 to <1000 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 850 Ton.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.3
fra1460a,D3031.023k,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 750 to <1000 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 850 Ton.,,Peak Floor Acceleration,g,1.0,Damaged equipment and attached piping but anchorage is OK.,1.52,0.4,1.0
fra1461a,D3031.023l,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 750 to <1000 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 850 Ton.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.35
fra1462a,D3031.023l,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 750 to <1000 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 850 Ton.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.15
fra1463a,D3031.023l,NIST,FEMA P-58,,,,,D3031,Cooling Tower,,,,,Cooling Tower - Capacity: 750 to <1000 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 850 Ton.,,Peak Floor Acceleration,g,3.0,Damaged equipment and attached piping but anchorage OK.,,,0.5
fra1464a,D3032.011a,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Equipment does not function. Motor is damaged.,0.25,0.45,0.5
fra1465a,D3032.011a,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Equipment does not function. Equipment damaged beyond repair.,0.25,0.45,0.5
fra1466a,D3032.011b,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Equipment does not function. Motor is damaged.,0.25,0.45,0.5
fra1467a,D3032.011b,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Equipment does not function. Equipment damaged beyond repair.,0.25,0.45,0.5
fra1468a,D3032.011c,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Equipment does not function. Motor is damaged.,0.25,0.45,0.5
fra1469a,D3032.011c,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Equipment does not function. Equipment damaged beyond repair.,0.25,0.45,0.5
fra1470a,D3032.011d,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Equipment does not function. Motor is damaged.,0.25,0.45,0.5
fra1471a,D3032.011d,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Equipment does not function. Equipment damaged beyond repair.,0.25,0.45,0.5
fra1472a,D3032.012a,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.7
fra1473a,D3032.012a,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.3
fra1474a,D3032.012b,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Equipment does not function but anchorage is OK. Motor is damaged.,0.47,0.2,0.5
fra1475a,D3032.012b,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,0.47,0.2,0.5
fra1476a,D3032.012c,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.35
fra1477a,D3032.012c,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.15
fra1478a,D3032.012c,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,3.0,Motor damaged but anchorage is OK.,,,0.25
fra1479a,D3032.012c,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,4.0,Equipment damaged beyond repair but anchorage is OK.,,,0.25
fra1480a,D3032.012d,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.7
fra1481a,D3032.012d,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.3
fra1482a,D3032.012e,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Equipment does not function but anchorage is OK. Motor is damaged.,0.47,0.2,0.5
fra1483a,D3032.012e,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,0.47,0.2,0.5
fra1484a,D3032.012f,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.35
fra1485a,D3032.012f,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.15
fra1486a,D3032.012f,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,3.0,Motor damaged but anchorage is OK.,,,0.25
fra1487a,D3032.012f,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,4.0,Equipment damaged beyond repair but anchorage is OK.,,,0.25
fra1488a,D3032.012g,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.7
fra1489a,D3032.012g,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.3
fra1490a,D3032.012h,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Equipment does not function but anchorage is OK. Motor is damaged.,0.47,0.2,0.5
fra1491a,D3032.012h,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,0.47,0.2,0.5
fra1492a,D3032.012i,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.35
fra1493a,D3032.012i,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.15
fra1494a,D3032.012i,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,3.0,Motor damaged but anchorage is OK.,,,0.25
fra1495a,D3032.012i,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,4.0,Equipment damaged beyond repair but anchorage is OK.,,,0.25
fra1496a,D3032.012j,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.7
fra1497a,D3032.012j,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.3
fra1498a,D3032.012k,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Equipment does not function but anchorage is OK. Motor is damaged.,0.47,0.2,0.5
fra1499a,D3032.012k,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,0.47,0.2,0.5
fra1500a,D3032.012l,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.35
fra1501a,D3032.012l,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.15
fra1502a,D3032.012l,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,3.0,Motor damaged but anchorage is OK.,,,0.25
fra1503a,D3032.012l,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,4.0,Equipment damaged beyond repair but anchorage is OK.,,,0.25
fra1504a,D3032.013a,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.7
fra1505a,D3032.013a,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.3
fra1506a,D3032.013b,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Equipment does not function but anchorage is OK. Motor is damaged.,1.84,0.6,0.5
